"code","name","lat","long","metro"
"HGA","HGA - Hargeisa International Airport (Egal Int'l)",9.561733,44.061803,8836
"HUI","HUI - Phu Bai International Airport",16.39835,107.70036,1168
"IEG","IEG - Zielona Góra Airport",52.137146,15.777971,2075
"ILO","ILO - Iloilo International Airport",10.8315,122.49621,814
"IMP","IMP - Imperatriz Airport (Prefeito Renato Moreira Airport)",-5.5316944,-47.45607,1927
"INT","INT - Smith Reynolds Airport",36.137432,-80.22684,768
"IXS","IXS - Silchar Airport (Kumbhirgram Air Force Base)",24.912706,92.9789,2993
"JDO","JDO - Juazeiro do Norte Airport",-7.2150974,-39.27223,1076
"JGN","JGN - Jiayuguan Airport",39.86459,98.34085,655
"JHW","JHW - Chautauqua County-Jamestown Airport",42.152744,-79.25915,3215
"JKH","JKH - Chios Island National Airport",38.345394,26.142536,5623
"KDI","KDI - Haluoleo Airport",-4.0772347,122.41728,1860
"KDO","KDO - Kadhdhoo Airport",1.8619745,73.52004,8781
"KER","KER - Kerman Airport",30.258839,56.961647,1359
"KGF","KGF - Sary-Arka Airport",49.670834,73.33444,990
"KKC","KKC - Khon Kaen Airport",16.46495,102.78706,2161
"KKN","KKN - Kirkenes Airport, Høybuktmoen",69.72591,29.894316,8150
"KMQ","KMQ - Komatsu Airport (Kanazawa Airport)",36.401653,136.41336,617
"KNS","KNS - King Island Airport",-39.879684,143.88185,10555
"KNU","KNU - Kanpur Airport (Chakeri Air Force Station)",26.40442,80.4177,348
"KQH","KQH - Ajmer Kishangarh Airport",26.589548,74.81704,1321
"KRW","KRW - Turkmenbashi International Airport",40.05,53,4312
"KSY","KSY - Kars Harakani Airport",40.56153,43.112606,4954
"LBF","LBF - North Platte Regional Airport (Lee Bird Field)",41.129833,-100.69811,6108
"LMM","LMM - Fort Valley Federal International Airport",25.686962,-109.0831,1412
"LOT","LOT - Lewis University Airport",41.604973,-88.09191,1102
"LRM","LRM - La Romana International Airport (Casa de Campo International Airport)",18.448446,-68.911835,1354
"LRR","LRR - Larestan International Airport",27.669485,54.38271,4178
"LST","LST - Launceston Airport",-41.543133,147.20726,3539
"MLX","MLX - Malatya Erhaç Airport",38.3488506,38.3189466,3199
"MPH","MPH - Godofredo P. Ramos Airport (Caticlan Airport)",11.925305,121.95351,1598
"MQL","MQL - Mildura Airport",-34.23067,142.08464,5123
"MRA","MRA - Misrata Airport",32.342896,15.043077,2188
"MSJ","MSJ - Misawa Air Base",40.696453,141.38777,1548
"NAL","NAL - Nalchik Airport",43.508434,43.63597,1232
"NSN","NSN - Nelson Airport",-41.299698,173.2248,4418
"NZL","NZL - Zhalantun Chengjisihan Airport",47.865833,122.767503,1923
"OIT","OIT - Oita Airport",33.47641,131.73267,855
"OPS","OPS - Presidente João Figueiredo Airport",-11.878645,-55.581486,3192
"OSC","OSC - Oscoda–Wurtsmith Airport",44.4525,-83.38028,10576
"OSW","OSW - Orsk Airport",51.076385,58.59157,1764
"OZZ","OZZ - Ouarzazate Airport",30.935026,-6.908139,3008
"PGK","PGK - Depati Amir Airport",-2.1571934,106.14113,3289
"PKV","PKV - Pskov Airport",57.79661,28.393183,2417
"PMC","PMC - El Tepual Airport",-41.433514,-73.098724,2151
"PNA","PNA - Pamplona Airport",42.770653,-1.6460565,2166
"PNZ","PNZ - Senador Nilo Coelho Airport",-9.366508,-40.566074,1288
"PPQ","PPQ - Kapiti Coast Airport",-40.90095,174.98448,7169
"PZU","PZU - Port Sudan New International Airport",19.434402,37.23839,1290
"RAI","RAI - Nelson Mandela International Airport",14.945274,-23.48653,2737
"RAJ","RAJ - Rajkot Airport",22.308792,70.78217,650
"RBR","RBR - Plácido de Castro International Airport",-9.86366315,-67.887882203003,1527
"RES","RES - Resistencia International Airport",-27.444925,-59.04874,1181
"REX","REX - General Lucio Blanco International Airport",26.011692,-98.22704,464
"RGL","RGL - Piloto Civil Norberto Fernández International Airport",-51.611404,-69.30383,3762
"RHI","RHI - Rhinelander–Oneida County Airport",45.626213,-89.46387,7588
"RMQ","RMQ - Taichung Airport (Taichung Ching Chuan Kang Airport)",24.263996,120.623856,243
"RQA","RQA - Ruoqiang Loulan Airport",38.974722,88.008333,7452
"RSD","RSD - Rock Sound International Airport",24.89097,-76.16895,10595
"SDM","SDM - Brown Field Municipal Airport",32.57055,-116.98105,2715
"SGD","SGD - Sønderborg Airport",54.962704,9.786803,2820
"SLE","SLE - McNary Field",44.90784,-123.001854,1213
"SMO","SMO - Santa Monica Municipal Airport",34.01584,-118.45063,23
"SPI","SPI - Abraham Lincoln Capital Airport",39.84351,-89.67809,2391
"SUV","SUV - Nausori International Airport",-18.044254,178.5596,3157
"SWO","SWO - Stillwater Regional Airport",36.16321,-97.08614,4603
"TBU","TBU - Fuaʻamotu International Airport",-21.241022,-175.14957,6168
"TLM","TLM - Zenata – Messali El Hadj Airport",35.012306,-1.4479374,2806
"TZL","TZL - Tuzla International Airport",44.464043,18.710289,10605
"UCB","UCB - Ulanqab Airport",41.129722,113.108056,2082
"USH","USH - Ushuaia – Malvinas Argentinas International Airport",-54.842236,-68.3097,4587
"VIL","VIL - Dakhla Airport",23.71869,-15.93188,3769
"WNH","WNH - Wenshan Puzhehei Airport",23.56361,104.33361,1106
"WVL","WVL - Waterville Robert LaFleur Airport",44.533516,-69.68007,3738
"WWK","WWK - Wewak Airport",-3.5832548,143.66907,6031
"YAR","YAR - La Grande-3 Airport",53.57141,-76.1899,10612
"YDA","YDA - Dawson City Airport",64.04475,-139.12585,10613
"YEY","YEY - Amos/Magny Airport",48.5643,-78.24802,7093
"YGV","YGV - Havre Saint-Pierre Airport",50.280293,-63.60792,10615
"YHR","YHR - Chevery Airport",50.47029,-59.62909,10616
"YQY","YQY - Sydney/J.A. Douglas McCurdy Airport",46.168655,-60.05193,3781
"YXC","YXC - Cranbrook/Canadian Rockies International Airport",49.61455,-115.78642,5945
"YYB","YYB - North Bay/Jack Garland Airport",46.35721,-79.42702,4377
"ZAH","ZAH - Zahedan Airport",29.475672,60.90063,1277
"ZAM","ZAM - Zamboanga International Airport",6.919884,122.061646,637
"ABA","ABA - Abakan International Airport",53.751186,91.399734,1896
"ACH","ACH - St. Gallen–Altenrhein Airport",47.485874,9.560018,2786
"ACT","ACT - Waco Regional Airport",31.61359,-97.22629,2234
"AEY","AEY - Akureyri Airport",65.65462,-18.075596,6488
"AKR","AKR - Akure Airport",7.250971,5.2996736,564
"ALF","ALF - Alta Airport",69.97791,23.346842,6802
"ALN","ALN - St. Louis Regional Airport",38.88825,-90.05591,267
"ALW","ALW - Walla Walla Regional Airport",46.087276,-118.28449,4166
"APN","APN - Alpena County Regional Airport",45.072197,-83.56359,7016
"ARV","ARV - Lakeland Airport (Noble F. Lee Memorial Field)",45.927223,-89.730835,7588
"BBK","BBK - Kasane Airport",-17.8306,25.16372,7528
"BKS","BKS - Fatmawati Soekarno Airport",-3.8605714,102.33933,1751
"BNN","BNN - Brønnøysund Airport, Brønnøy",65.45986,12.209037,10634
"BVB","BVB - Boa Vista International Airport",2.8419237,-60.69259,1883
"CAP","CAP - Hugo Chávez International Airport",19.732779,-72.195,2472
"CCC","CCC - Jardines del Rey Airport",22.461557,-78.32732,10637
"CDC","CDC - Cedar City Regional Airport",37.69609,-113.09721,4967
"CDE","CDE - Chengde Puning Airport",40.95294,117.96275,258
"CTM","CTM - Chetumal International Airport",18.506395,-88.324295,2708
"CYS","CYS - Cheyenne Regional Airport (Jerry Olson Field)",41.150124,-104.80806,3945
"DDC","DDC - Dodge City Regional Airport",37.765873,-99.9669,5914
"DET","DET - Coleman A. Young International Airport",42.3315509,-83.0466403,139
"DIK","DIK - Dickinson Theodore Roosevelt Regional Airport",46.801666,-102.792885,6171
"EDF","EDF - Elmendorf Air Force Base",61.253635,-149.81125,1917
"ENU","ENU - Akanu Ibiam International Airport",6.472048,7.56772,957
"ERC","ERC - Erzincan Airport",39.720013,39.52406,6310
"ERL","ERL - Erenhot Saiwusu International Airport",43.42912,112.105194,10648
"ESD","ESD - Orcas Island Airport (FAA: ORS)",48.708363,-122.910614,6523
"FID","FID - Elizabeth Field (FAA: 0B8)",41.252098,-72.03212,1489
"FKS","FKS - Fukushima Airport",37.228424,140.42863,722
"GOQ","GOQ - Golmud Airport",36.40353,94.7906,2440
"HAQ","HAQ - Hanimaadhoo International Airport",6.7464924,73.169174,8739
"HGU","HGU - Mount Hagen Airport",-5.8273106,144.29872,5761
"HLP","HLP - Halim Perdanakusuma International Airport",-6.2653837,106.88468,3
"HMI","HMI - Hami Airport (Kumul Airport)",42.8414,93.65758,1283
"HOI","HOI - Hao Airport",-18.064793,-140.95824,10657
"HOT","HOT - Memorial Field Airport",34.482746,-93.095604,3712
"HUH","HUH - Huahine – Fare Airport",-16.68845,-151.02829,10659
"HUY","HUY - Humberside Airport",53.580566,-0.3493662,1358
"IBR","IBR - Ibaraki Airport",36.177845,140.40765,642
"IQT","IQT - Coronel FAP Francisco Secada Vignetta International Airport",-3.784722,-73.30861,1706
"ITO","ITO - Hilo International Airport",19.718834,-155.04169,4501
"JCI","JCI - New Century AirCenter (FAA: IXD)",38.83108,-94.89148,6080
"KDM","KDM - Kaadedhdhoo Airport",0.4882015,72.99552,8756
"KNX","KNX - East Kimberley Regional Airport",-15.78393,128.71266,8232
"KVG","KVG - Kavieng Airport",-2.5786076,150.80643,6409
"KVK","KVK - Kirovsk-Apatity Airport (Khibiny Airport)",67.45958,33.581917,3127
"LBL","LBL - Liberal Mid-America Regional Airport",37.04457,-100.95231,6463
"LGD","LGD - La Grande/Union County Airport",45.2893,-118.00853,6789
"LSH","LSH - Lashio Airport",22.978498,97.75242,4918
"LVM","LVM - Mission Field",45.662436,-110.56104,3868
"LWS","LWS - Lewiston–Nez Perce County Airport",46.374043,-117.01474,3186
"LWT","LWT - Lewistown Municipal Airport",47.048397,-109.47175,8074
"MCP","MCP - Alberto Alcolumbre International Airport",0.0500081,-51.06711,1242
"MEH","MEH - Mehamn Airport",71.02919,27.826445,10676
"MGF","MGF - Sílvio Name Júnior Regional Airport",-23.48028,-52.011982,1167
"MPV","MPV - Edward F. Knapp State Airport",44.203117,-72.56359,5210
"NWI","NWI - Norwich International Airport",52.676895,1.2809525,1634
"OFK","OFK - Norfolk Regional Airport (Karl Stefan Memorial Field)",41.984596,-97.43016,5601
"OKO","OKO - Yokota Air Base",35.733192,139.34181,1
"ONP","ONP - Newport Municipal Airport",44.580036,-124.05835,6083
"PGV","PGV - Pitt–Greenville Airport",35.631927,-77.37984,2513
"PKB","PKB - Mid-Ohio Valley Regional Airport",39.34505,-81.438194,3236
"PUW","PUW - Pullman–Moscow Regional Airport",46.74418,-117.11413,3186
"RBG","RBG - Roseburg Regional Airport",43.23343,-123.35915,4176
"RGI","RGI - Rangiroa Airport",-14.956527,-147.65903,10687
"RKS","RKS - Rock Springs–Sweetwater County Airport",41.593964,-109.06384,5355
"SCN","SCN - Saarbrücken Airport",49.216484,7.1116257,700
"SFA","SFA - Sfax–Thyna International Airport",34.72352,10.689759,1728
"SHI","SHI - Shimojishima Airport",24.825865,125.15023,4778
"SHW","SHW - Sharurah Domestic Airport",17.47018,47.112072,10692
"SIT","SIT - Sitka Rocky Gutierrez Airport",57.05272,-135.36514,7629
"SKX","SKX - Saransk Airport",54.13401,45.219536,1738
"SRY","SRY - Dasht-e Naz Airport",36.635826,53.196785,1051
"SSJ","SSJ - Sandnessjøen Airport, Stokka",65.95944,12.471944,7024
"SYM","SYM - Pu'er Simao Airport",22.793524,100.96289,2889
"SYY","SYY - Stornoway Airport",58.214035,-6.3218365,8289
"SZY","SZY - Olsztyn-Mazury Regional Airport",53.48791,20.946518,2413
"THL","THL - Tachilek Airport",20.4853,99.93498,5616
"TMS","TMS - São Tomé International Airport",0.377778,6.713056,4462
"TRK","TRK - Juwata International Airport",3.3266344,117.568085,2552
"TYR","TYR - Tyler Pounds Regional Airport",32.351128,-95.40963,2425
"UAM","UAM - Andersen Air Force Base",13.4727446,144.752018225443,3312
"UNK","UNK - Unalakleet Airport",63.888508,-160.79933,10705
"VNX","VNX - Vilankulo Airport",-22.0156,35.31233,8646
"WGN","WGN - Shaoyang Wugang Airport",26.80553755,110.640987359948,1050
"WRI","WRI - McGuire Air Force Base",40.03518,-74.584404,754
"WST","WST - Westerly State Airport",41.34888,-71.80468,1489
"YAH","YAH - La Grande-4 Airport",53.756138,-73.68124,10710
"YAY","YAY - St. Anthony Airport",51.391064,-56.090096,10711
"YGP","YGP - Michel-Pouliot Gaspé Airport",48.778088,-64.476524,6819
"YGQ","YGQ - Geraldton (Greenstone Regional) Airport",49.783295,-86.931274,10713
"YHK","YHK - Gjoa Haven Airport",68.635704,-95.84991,10714
"YKU","YKU - Chisasibi Airport (TC: CSU2)",53.80572,-78.91664,10715
"YLS","YLS - Lebel-sur-Quévillon Airport (TC: CSH4)",49.03,-77.016945,10716
"YMM","YMM - Fort McMurray International Airport",56.649204,-111.23003,10717
"YMO","YMO - Moosonee Airport",51.289703,-80.61274,10718
"YNY","YNY - Yangyang International Airport",38.05881,128.66296,4051
"YPH","YPH - Inukjuak Airport",58.471657,-78.077614,10720
"YSJ","YSJ - Saint John Airport",45.3265,-65.88887,3725
"YWB","YWB - Kangiqsujuaq (Wakeham Bay) Airport",61.590794,-71.92813,10722
"ZKE","ZKE - Kashechewan Airport",52.28174,-81.67551,10723
"AAQ","AAQ - Anapa Airport",45.003014,37.340843,5212
"ABB","ABB - Asaba International Airport",6.20927,6.6611695,505
"ABT","ABT - Al-Baha Domestic Airport",20.02174,41.47127,6241
"ABX","ABX - Albury Airport",-36.06841,146.95454,5791
"ABY","ABY - Southwest Georgia Regional Airport",31.535671,-84.19391,3644
"ADF","ADF - Adıyaman Airport",37.73427,38.471996,3071
"AJI","AJI - Ağrı Airport",39.65457,43.020874,6099
"AKJ","AKJ - Asahikawa Airport",43.671078,142.4539,1411
"AOR","AOR - Sultan Abdul Halim Airport",6.1919985,100.39505,2156
"APO","APO - Antonio Roldán Betancourt Airport",7.816072,-76.7185,1364
"APW","APW - Faleolo International Airport",-13.83045,-172.0081,5359
"AQP","AQP - Rodríguez Ballón International Airport",-16.344688,-71.56765,830
"ART","ART - Watertown International Airport",43.995663,-76.02236,3519
"ASH","ASH - Nashua Airport (Boire Field)",42.780342,-71.51843,900
"ASW","ASW - Aswan International Airport",23.966442,32.824474,1703
"ATY","ATY - Watertown Regional Airport",44.92134,-97.16116,6229
"AUG","AUG - Augusta State Airport",44.31882,-69.79554,3738
"AUZ","AUZ - Aurora Municipal Airport (FAA: ARR)",41.769978,-88.468285,1102
"AVW","AVW - Marana Regional Airport (FAA: AVQ)",32.410187,-111.218544,8033
"AXD","AXD - Alexandroupoli Airport (Dimokritos Airport)",40.85657,25.944748,3353
"AYQ","AYQ - Ayers Rock Airport",-25.190514,130.97627,8528
"BBA","BBA - Balmaceda Airport",-45.91478,-71.691826,4508
"BHH","BHH - Bisha Domestic Airport",19.98597,42.62203,3893
"BHQ","BHQ - Broken Hill Airport",-31.99874,141.47012,6575
"BMU","BMU - Sultan Muhammad Salahudin Airport (Bima Airport)",-8.541816,118.69219,2286
"BPT","BPT - Jack Brooks Regional Airport",29.955847,-94.02207,1692
"BQH","BQH - London Biggin Hill Airport",51.33196,0.0290574,34
"BQK","BQK - Brunswick Golden Isles Airport",31.254833,-81.46691,3638
"BSA","BSA - Bender Qassim International Airport",11.278952,49.150208,4977
"BTL","BTL - W. K. Kellogg Airport",42.298664,-85.25781,1624
"BWD","BWD - Brownwood Regional Airport",31.794977,-98.955574,6255
"BWT","BWT - Burnie Airport",-40.996098,145.72708,4268
"CAC","CAC - Cascavel Airport (Adalberto Mendes da Silva Airport)",-25.001816,-53.50192,1474
"CGI","CGI - Cape Girardeau Regional Airport",37.225357,-89.5701,3710
"CGY","CGY - Laguindingan Airport",8.60855,124.45849,498
"CIJ","CIJ - Captain Aníbal Arab Airport",-11.041298,-68.78011,3880
"CJC","CJC - El Loa Airport",-22.49511,-68.907906,2943
"CKS","CKS - Carajás Airport",-6.114454,-50.001007,10761
"CME","CME - Ciudad del Carmen International Airport",18.65106,-91.80244,2827
"CND","CND - Mihail Kogălniceanu International Airport",44.35013,28.481815,1469
"CNM","CNM - Cavern City Air Terminal",32.345585,-104.25269,5531
"COD","COD - Yellowstone Regional Airport",44.520443,-109.02258,6741
"CRV","CRV - Crotone Airport (Sant'Anna Airport)",38.99489,17.07729,5281
"CSN","CSN - Carson Airport (FAA: CXP)",39.192726,-119.73511,4554
"CSY","CSY - Cheboksary Airport",56.082733,47.3202,1150
"CVU","CVU - Corvo Airport",39.67065,-31.113253,10769
"CXB","CXB - Cox's Bazar Airport",21.45124,91.96621,10770
"DEB","DEB - Debrecen International Airport",47.489746,21.61219,1289
"DHM","DHM - Gaggal Airport",32.165157,76.26255,6475
"DHN","DHN - Dothan Regional Airport",31.321655,-85.45243,3156
"DJB","DJB - Sultan Thaha Airport",-1.6324292,103.64325,1250
"DNA","DNA - Kadena Air Base",26.35569,127.767876,670
"DNL","DNL - Daniel Field",33.4653249,-82.0372490154555,1339
"DNZ","DNZ - Denizli Çardak Airport",37.773964,29.690388,10777
"DUD","DUD - Dunedin International Airport",-45.92586,170.20216,3468
"DVL","DVL - Devils Lake Regional Airport (Devils Lake Municipal Airport)",48.109062,-98.9039,7763
"DXR","DXR - Danbury Municipal Airport",41.371574,-73.4801,204
"DZN","DZN - Zhezkazgan Airport",47.713898,67.73686,3041
"EAM","EAM - Najran Domestic Airport",17.616806,44.419518,4232
"EAT","EAT - Pangborn Memorial Airport",47.398952,-120.2065,3777
"EDR","EDR - Edward River Airport",-14.896451,141.60908,10784
"ELS","ELS - East London Airport",-33.03649,27.824621,1423
"ESU","ESU - Essaouira-Mogador Airport",31.403046,-9.688184,2476
"ETZ","ETZ - Metz–Nancy–Lorraine Airport",48.98115,6.2439275,1641
"EUN","EUN - Hassan I Airport",27.147701,-13.222516,2648
"EYK","EYK - Beloyarsk Airport",63.69407,66.69879,6439
"FLA","FLA - Gustavo Artunduaga Paredes Airport",1.5892428,-75.560646,1946
"FOD","FOD - Fort Dodge Regional Airport",42.552433,-94.18903,5400
"GCK","GCK - Garden City Regional Airport",37.92689,-100.71987,5768
"GES","GES - General Santos International Airport (Tambler Airport)",6.0575323,125.09975,574
"GHA","GHA - Noumérat – Moufdi Zakaria Airport",32.37849,3.8015246,3369
"GHB","GHB - Governor's Harbour Airport",25.279385,-76.32441,10795
"GKK","GKK - Kooddoo Airport[2]",0.7343098,73.434105,8764
"GRJ","GRJ - George Airport",-34.004364,22.380974,2104
"GUF","GUF - Jack Edwards Airport (FAA: JKA)",30.286861,-87.679504,7104
"HAR","HAR - Capital City Airport (FAA: CXY)",40.2177,-76.85061,553
"HEH","HEH - Heho Airport",20.743055,96.79278,2915
"HGR","HGR - Hagerstown Regional Airport (Richard A. Henson Field)",39.70511,-77.73119,1077
"HII","HII - Lake Havasu City Airport",34.567173,-114.359116,4386
"HKN","HKN - Hoskins Airport",-5.461667,150.405,6425
"HME","HME - Oued Irara–Krim Belkacem Airport",31.67389,6.140556,5045
"HTI","HTI - Great Barrier Reef Airport",-20.351683,148.94875,7525
"HUN","HUN - Hualien Airport",24.02545,121.61482,3518
"IFU","IFU - Ifuru Airport",5.70877,73.02494,8730
"IGA","IGA - Inagua Airport (Matthew Town Airport)",20.974474,-73.67578,10808
"IGD","IGD - Iğdır Airport",39.980587,43.87961,6889
"IPH","IPH - Sultan Azlan Shah Airport",4.569351,101.09389,770
"IQM","IQM - Qiemo Airport",38.144306,85.53562,4385
"IRJ","IRJ - Capitán Vicente Almandos Almonacid Airport",-29.38388,-66.79415,2722
"IVC","IVC - Invercargill Airport",-46.415462,168.32191,4623
"IWA","IWA - Ivanovo Yuzhny Airport",56.942253,40.943783,1212
"IXT","IXT - Pasighat Airport",28.068142,95.33485,10815
"IXU","IXU - Aurangabad Airport (Chikkalthana Airport)",19.863972,75.39605,636
"JGD","JGD - Jiagedaqi Airport",50.375027,124.11845,5255
"JKL","JKL - Kalymnos Island National Airport",36.963333,26.940556,4486
"JLN","JLN - Joplin Regional Airport",37.157475,-94.501595,2818
"JMS","JMS - Jamestown Regional Airport",46.929432,-98.67905,6830
"JOG","JOG - Adisucipto International Airport",-7.787684,110.43176,1346
"JOI","JOI - Joinville-Lauro Carneiro de Loyola Airport",-26.224194,-48.801685,922
"JSH","JSH - Sitia Public Airport",35.217102,26.097263,7518
"KIH","KIH - Kish International Airport",26.531992,53.971653,10824
"KLH","KLH - Kolhapur Airport",16.66523,74.28275,591
"KLR","KLR - Kalmar Airport",56.67753,16.288134,5203
"KRF","KRF - Höga Kusten Airport (Kramfors-Sollefteå Airport)",63.049206,17.768723,10827
"KTA","KTA - Karratha Airport",-20.70867,116.77017,6659
"KUM","KUM - Yakushima Airport",30.383383,130.65883,7202
"KWJ","KWJ - Gwangju Airport",35.139824,126.81097,522
"LAF","LAF - Purdue University Airport",40.41312,-86.94065,2200
"LAR","LAR - Laramie Regional Airport",41.320194,-105.67034,5536
"LAU","LAU - Manda Airport",-2.252222,40.913055,6071
"LDS","LDS - Yichun Lindu Airport[2]",47.71826,128.82875,748
"LLF","LLF - Yongzhou Lingling Airport",26.341413,111.61854,168
"LMT","LMT - Klamath Falls Airport",42.165203,-121.746346,4469
"LNV","LNV - Lihir Island Airport",-3.0439403,152.62917,10837
"LNZ","LNZ - Linz Airport (Blue Danube Airport)",48.239616,14.191672,1216
"LPF","LPF - Liupanshui Yuezhao Airport[2]",26.60868035,104.978582367567,648
"LPQ","LPQ - Luang Prabang International Airport",19.904427,102.16822,4737
"LRS","LRS - Leros Municipal Airport",37.183132,26.80194,4486
"LYR","LYR - Svalbard Airport, Longyear",78.246086,15.465563,8748
"MAB","MAB - João Correa da Rocha Airport",-5.3715158,-49.13676,1857
"MAG","MAG - Madang Airport",-5.208611,145.78778,4488
"MAR","MAR - La Chinita International Airport",10.557727,-71.728065,472
"MCE","MCE - Merced Regional Airport (MacReady Field)",37.28606,-120.51446,1522
"MEI","MEI - Meridian Regional Airport (Key Field)",32.333546,-88.745155,5401
"MGZ","MGZ - Myeik Airport",12.44762,98.61908,2152
"MOC","MOC - Montes Claros/Mário Ribeiro Airport",-16.704617,-43.820087,1566
"MOF","MOF - Frans Seda Airport (Wai Oti Airport)",-8.636935,122.23756,3599
"MOL","MOL - Molde Airport, Årø",62.746372,7.2606215,5386
"MOZ","MOZ - Moorea Airport (Temae Airport)",-17.490286,-149.76387,3204
"MRC","MRC - Maury County Airport",35.555393,-87.18229,4239
"MVW","MVW - Skagit Regional Airport (FAA: BVS)",48.469494,-122.42066,6523
"MYD","MYD - Malindi Airport",-3.2258837,40.10056,3785
"MYP","MYP - Mary International Airport",37.606667,61.90139,2490
"MYT","MYT - Myitkyina Airport",25.381994,97.35493,2281
"NDB","NDB - Nouadhibou International Airport",20.922628,-17.033274,3392
"NPE","NPE - Hawke's Bay Airport",-39.466434,176.8725,4131
"NPL","NPL - New Plymouth Airport",-39.009815,174.17888,4360
"OKE","OKE - Okinoerabu Airport",27.433184,128.70459,7190
"OKJ","OKJ - Okayama Airport",34.76003,133.85316,349
"OLA","OLA - Ørland Airport",63.69889832,9.604000092,8262
"OLS","OLS - Nogales International Airport",31.41639,-110.84917,1285
"PAD","PAD - Paderborn Lippstadt Airport",51.613194,8.617736,2592
"PDG","PDG - Minangkabau International Airport",-0.7887557,100.28301,788
"PGH","PGH - Pantnagar Airport",29.033527,79.46899,4147
"PHC","PHC - Port Harcourt International Airport",5.0074987,6.9502153,832
"PHE","PHE - Port Hedland International Airport",-20.37819,118.63165,8347
"PIB","PIB - Hattiesburg–Laurel Regional Airport",31.468239,-89.33542,3237
"PIX","PIX - Pico Airport",38.55235,-28.443344,5962
"PKN","PKN - Iskandar Airport",-2.7041552,111.66932,10872
"PKY","PKY - Tjilik Riwut Airport",-2.2240243,113.94559,2253
"PLX","PLX - Semey Airport",50.353333,80.23337,1792
"PLZ","PLZ - Port Elizabeth Airport",-33.98727,25.614294,1590
"POL","POL - Pemba Airport",-12.991692,40.52434,3108
"PPB","PPB - Presidente Prudente Airport",-22.17834,-51.417664,1822
"PSG","PSG - Petersburg James A. Johnson Airport",56.801666,-132.94528,10878
"PSS","PSS - Libertador General José de San Martín Airport",-27.391745,-55.969467,1737
"PUU","PUU - Tres de Mayo Airport",0.5019892,-76.50213,2529
"PXM","PXM - Puerto Escondido International Airport",15.874878,-97.09139,3105
"PXU","PXU - Pleiku Airport",14.006738,108.006134,2232
"QSF","QSF - Ain Arnat Airport",36.175552,5.3302913,1140
"QSZ","QSZ - Shache Airport",38.281055,77.075192,904
"RAE","RAE - Arar Domestic Airport",30.90313,41.137276,5898
"RDZ","RDZ - Rodez–Marcillac Airport",44.410816,2.4832137,4426
"RKZ","RKZ - Shigatse Peace Airport",29.346338,89.3006,1118
"RLG","RLG - Rostock–Laage Airport",53.914,12.286303,1719
"ROR","ROR - Roman Tmetuchl International Airport",7.364302,134.53291,6742
"SCU","SCU - Antonio Maceo International Airport",19.97,-75.835556,1182
"SDY","SDY - Sidney–Richland Municipal Airport",47.706184,-104.19033,7975
"SHD","SHD - Shenandoah Valley Regional Airport",38.26343,-78.89763,3075
"SIG","SIG - Fernando Luis Ribas Dominicci Airport",18.455761,-66.09792,743
"SKU","SKU - Skyros Island National Airport",38.965622,24.485048,10894
"SLW","SLW - Plan de Guadalupe International Airport",25.4230425,-100.9927509,873
"SMQ","SMQ - H. Asan Airport",-2.5026891,112.976715,3813
"SOC","SOC - Adisumarmo International Airport",-7.516046,110.75548,1337
"STM","STM - Santarém-Maestro Wilson Fonseca Airport",-2.4248295,-54.786243,1889
"SVC","SVC - Grant County Airport",32.63238,-108.15421,7235
"TAB","TAB - Arthur Napoleon Raymond Robinson International Airport",11.152385,-60.839912,8782
"TAG","TAG - Tagbilaran Airport",9.6578665,123.8533,1027
"TAK","TAK - Takamatsu Airport",34.21888,134.018,4707
"TAP","TAP - Tapachula International Airport",14.790415,-92.36879,669
"TAZ","TAZ - Daşoguz Airport",41.763527,59.83371,2195
"TBW","TBW - Tambov Donskoye Airport",52.80369,41.4914,1742
"TCG","TCG - Tacheng Airport",46.67084,83.34263,2905
"TET","TET - Chingozi Airport",-16.108334,33.63972,2610
"TGG","TGG - Sultan Mahmud Airport",5.3789315,103.10537,2207
"TJA","TJA - Capitán Oriel Lea Plaza Airport",-21.548271,-64.70931,2710
"TKG","TKG - Radin Inten II Airport",-5.4460713,105.2643742,654
"TKN","TKN - Tokunoshima Airport",27.832293,128.88326,6264
"TKU","TKU - Turku Airport",60.511497,22.263285,1618
"TLK","TLK - Talakan Airport",59.8692,111.04589,10913
"TMJ","TMJ - Termez Airport",37.280903,67.318924,3155
"TRG","TRG - Tauranga Airport",-37.671043,176.19774,2965
"TWU","TWU - Tawau Airport",4.3139324,118.11426,3461
"TXK","TXK - Texarkana Regional Airport (Webb Field)",33.45688,-93.99415,3386
"UAQ","UAQ - Domingo Faustino Sarmiento Airport",-31.571814,-68.42257,1482
"UIB","UIB - El Caraño Airport",5.690999,-76.64418,2643
"UIH","UIH - Phu Cat Airport",13.952435,109.04766,1957
"UKK","UKK - Oskemen Airport (Ust-Kamenogorsk Airport)",50.026127,82.506096,1920
"URT","URT - Surat Thani Airport",9.134296,99.14288,2475
"USU","USU - Francisco B. Reyes Airport",12.120715,120.100006,3444
"VCS","VCS - Con Dao Airport (Cỏ Ống Airport)",8.731235,106.628716,10924
"VDC","VDC - Pedro Otacílio Figueiredo Airport",-14.866243,-40.863056,1472
"VIS","VIS - Visalia Municipal Airport",36.326687,-119.398636,1259
"VST","VST - Stockholm Västerås Airport",59.60193,16.628408,3178
